,Symb,Exch,Y_symb,G_symb,G_URL,Y_URL
138,AIGG,LSE,AIGG.L,LON:AIGG,https://www.google.com/finance?q=LON:AIGG,"http://finance.yahoo.com/echarts?s=AIGG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
139,AIGI,LSE,AIGI.L,LON:AIGI,https://www.google.com/finance?q=LON:AIGI,"http://finance.yahoo.com/echarts?s=AIGI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
140,AIGL,LSE,AIGL.L,LON:AIGL,https://www.google.com/finance?q=LON:AIGL,"http://finance.yahoo.com/echarts?s=AIGL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
141,AIGO,LSE,AIGO.L,LON:AIGO,https://www.google.com/finance?q=LON:AIGO,"http://finance.yahoo.com/echarts?s=AIGO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
142,AIGP,LSE,AIGP.L,LON:AIGP,https://www.google.com/finance?q=LON:AIGP,"http://finance.yahoo.com/echarts?s=AIGP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
143,AIGS,LSE,AIGS.L,LON:AIGS,https://www.google.com/finance?q=LON:AIGS,"http://finance.yahoo.com/echarts?s=AIGS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
144,AIGX,LSE,AIGX.L,LON:AIGX,https://www.google.com/finance?q=LON:AIGX,"http://finance.yahoo.com/echarts?s=AIGX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
145,AIM1,LSE,AIM1.L,LON:AIM1,https://www.google.com/finance?q=LON:AIM1,"http://finance.yahoo.com/echarts?s=AIM1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
146,AIM5,LSE,AIM5.L,LON:AIM5,https://www.google.com/finance?q=LON:AIM5,"http://finance.yahoo.com/echarts?s=AIM5.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
147,AIR,LSE,AIR.L,LON:AIR,https://www.google.com/finance?q=LON:AIR,"http://finance.yahoo.com/echarts?s=AIR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
148,AJG,LSE,AJG.L,LON:AJG,https://www.google.com/finance?q=LON:AJG,"http://finance.yahoo.com/echarts?s=AJG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
149,AJIT,LSE,AJIT.L,LON:AJIT,https://www.google.com/finance?q=LON:AJIT,"http://finance.yahoo.com/echarts?s=AJIT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
150,AKR,LSE,AKR.L,LON:AKR,https://www.google.com/finance?q=LON:AKR,"http://finance.yahoo.com/echarts?s=AKR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
151,AKRN,LSE,AKRN.L,LON:AKRN,https://www.google.com/finance?q=LON:AKRN,"http://finance.yahoo.com/echarts?s=AKRN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
152,ALAG,LSE,ALAG.L,LON:ALAG,https://www.google.com/finance?q=LON:ALAG,"http://finance.yahoo.com/echarts?s=ALAG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
153,ALAI,LSE,ALAI.L,LON:ALAI,https://www.google.com/finance?q=LON:ALAI,"http://finance.yahoo.com/echarts?s=ALAI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
154,ALAU,LSE,ALAU.L,LON:ALAU,https://www.google.com/finance?q=LON:ALAU,"http://finance.yahoo.com/echarts?s=ALAU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
155,ALBA,LSE,ALBA.L,LON:ALBA,https://www.google.com/finance?q=LON:ALBA,"http://finance.yahoo.com/echarts?s=ALBA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
156,ALBH,LSE,ALBH.L,LON:ALBH,https://www.google.com/finance?q=LON:ALBH,"http://finance.yahoo.com/echarts?s=ALBH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
157,ALD,LSE,ALD.L,LON:ALD,https://www.google.com/finance?q=LON:ALD,"http://finance.yahoo.com/echarts?s=ALD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
158,ALF,LSE,ALF.L,LON:ALF,https://www.google.com/finance?q=LON:ALF,"http://finance.yahoo.com/echarts?s=ALF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
159,ALLG,LSE,ALLG.L,LON:ALLG,https://www.google.com/finance?q=LON:ALLG,"http://finance.yahoo.com/echarts?s=ALLG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
160,ALM,LSE,ALM.L,LON:ALM,https://www.google.com/finance?q=LON:ALM,"http://finance.yahoo.com/echarts?s=ALM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
161,ALO,LSE,ALO.L,LON:ALO,https://www.google.com/finance?q=LON:ALO,"http://finance.yahoo.com/echarts?s=ALO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
162,ALP1,LSE,ALP1.L,LON:ALP1,https://www.google.com/finance?q=LON:ALP1,"http://finance.yahoo.com/echarts?s=ALP1.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
163,ALP2,LSE,ALP2.L,LON:ALP2,https://www.google.com/finance?q=LON:ALP2,"http://finance.yahoo.com/echarts?s=ALP2.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
164,ALPH,LSE,ALPH.L,LON:ALPH,https://www.google.com/finance?q=LON:ALPH,"http://finance.yahoo.com/echarts?s=ALPH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
165,ALT,LSE,ALT.L,LON:ALT,https://www.google.com/finance?q=LON:ALT,"http://finance.yahoo.com/echarts?s=ALT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
166,ALU,LSE,ALU.L,LON:ALU,https://www.google.com/finance?q=LON:ALU,"http://finance.yahoo.com/echarts?s=ALU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
167,ALUM,LSE,ALUM.L,LON:ALUM,https://www.google.com/finance?q=LON:ALUM,"http://finance.yahoo.com/echarts?s=ALUM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
168,ALY,LSE,ALY.L,LON:ALY,https://www.google.com/finance?q=LON:ALY,"http://finance.yahoo.com/echarts?s=ALY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
169,AMBR,LSE,AMBR.L,LON:AMBR,https://www.google.com/finance?q=LON:AMBR,"http://finance.yahoo.com/echarts?s=AMBR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
170,AMC,LSE,AMC.L,LON:AMC,https://www.google.com/finance?q=LON:AMC,"http://finance.yahoo.com/echarts?s=AMC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
171,AMED,LSE,AMED.L,LON:AMED,https://www.google.com/finance?q=LON:AMED,"http://finance.yahoo.com/echarts?s=AMED.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
172,AMER,LSE,AMER.L,LON:AMER,https://www.google.com/finance?q=LON:AMER,"http://finance.yahoo.com/echarts?s=AMER.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
173,AMFW,LSE,AMFW.L,LON:AMFW,https://www.google.com/finance?q=LON:AMFW,"http://finance.yahoo.com/echarts?s=AMFW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
174,AMO,LSE,AMO.L,LON:AMO,https://www.google.com/finance?q=LON:AMO,"http://finance.yahoo.com/echarts?s=AMO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
175,AMP,LSE,AMP.L,LON:AMP,https://www.google.com/finance?q=LON:AMP,"http://finance.yahoo.com/echarts?s=AMP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
176,AMPH,LSE,AMPH.L,LON:AMPH,https://www.google.com/finance?q=LON:AMPH,"http://finance.yahoo.com/echarts?s=AMPH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
177,AMS,LSE,AMS.L,LON:AMS,https://www.google.com/finance?q=LON:AMS,"http://finance.yahoo.com/echarts?s=AMS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
178,AMYT,LSE,AMYT.L,LON:AMYT,https://www.google.com/finance?q=LON:AMYT,"http://finance.yahoo.com/echarts?s=AMYT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
179,AN,LSE,AN.L,LON:AN,https://www.google.com/finance?q=LON:AN,"http://finance.yahoo.com/echarts?s=AN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
180,AN94,LSE,AN94.L,LON:AN94,https://www.google.com/finance?q=LON:AN94,"http://finance.yahoo.com/echarts?s=AN94.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
181,AN95,LSE,AN95.L,LON:AN95,https://www.google.com/finance?q=LON:AN95,"http://finance.yahoo.com/echarts?s=AN95.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
182,ANA,LSE,ANA.L,LON:ANA,https://www.google.com/finance?q=LON:ANA,"http://finance.yahoo.com/echarts?s=ANA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
183,ANCR,LSE,ANCR.L,LON:ANCR,https://www.google.com/finance?q=LON:ANCR,"http://finance.yahoo.com/echarts?s=ANCR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
184,ANDEAN40,LSE,ANDEAN40.L,LON:ANDEAN40,https://www.google.com/finance?q=LON:ANDEAN40,"http://finance.yahoo.com/echarts?s=ANDEAN40.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
185,ANP,LSE,ANP.L,LON:ANP,https://www.google.com/finance?q=LON:ANP,"http://finance.yahoo.com/echarts?s=ANP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
186,ANR,LSE,ANR.L,LON:ANR,https://www.google.com/finance?q=LON:ANR,"http://finance.yahoo.com/echarts?s=ANR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
187,ANRJ,LSE,ANRJ.L,LON:ANRJ,https://www.google.com/finance?q=LON:ANRJ,"http://finance.yahoo.com/echarts?s=ANRJ.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
188,ANTO,LSE,ANTO.L,LON:ANTO,https://www.google.com/finance?q=LON:ANTO,"http://finance.yahoo.com/echarts?s=ANTO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
189,ANW,LSE,ANW.L,LON:ANW,https://www.google.com/finance?q=LON:ANW,"http://finance.yahoo.com/echarts?s=ANW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
190,ANXG,LSE,ANXG.L,LON:ANXG,https://www.google.com/finance?q=LON:ANXG,"http://finance.yahoo.com/echarts?s=ANXG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
191,ANXU,LSE,ANXU.L,LON:ANXU,https://www.google.com/finance?q=LON:ANXU,"http://finance.yahoo.com/echarts?s=ANXU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
192,AO,LSE,AO.L,LON:AO,https://www.google.com/finance?q=LON:AO,"http://finance.yahoo.com/echarts?s=AO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
193,AOF,LSE,AOF.L,LON:AOF,https://www.google.com/finance?q=LON:AOF,"http://finance.yahoo.com/echarts?s=AOF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
194,AOFC,LSE,AOFC.L,LON:AOFC,https://www.google.com/finance?q=LON:AOFC,"http://finance.yahoo.com/echarts?s=AOFC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
195,AOMD,LSE,AOMD.L,LON:AOMD,https://www.google.com/finance?q=LON:AOMD,"http://finance.yahoo.com/echarts?s=AOMD.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
196,AOR,LSE,AOR.L,LON:AOR,https://www.google.com/finance?q=LON:AOR,"http://finance.yahoo.com/echarts?s=AOR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
197,APAX,LSE,APAX.L,LON:APAX,https://www.google.com/finance?q=LON:APAX,"http://finance.yahoo.com/echarts?s=APAX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
198,APC,LSE,APC.L,LON:APC,https://www.google.com/finance?q=LON:APC,"http://finance.yahoo.com/echarts?s=APC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
199,APEF,LSE,APEF.L,LON:APEF,https://www.google.com/finance?q=LON:APEF,"http://finance.yahoo.com/echarts?s=APEF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
200,APF,LSE,APF.L,LON:APF,https://www.google.com/finance?q=LON:APF,"http://finance.yahoo.com/echarts?s=APF.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
201,APGN,LSE,APGN.L,LON:APGN,https://www.google.com/finance?q=LON:APGN,"http://finance.yahoo.com/echarts?s=APGN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
202,APH,LSE,APH.L,LON:APH,https://www.google.com/finance?q=LON:APH,"http://finance.yahoo.com/echarts?s=APH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
203,APT,LSE,APT.L,LON:APT,https://www.google.com/finance?q=LON:APT,"http://finance.yahoo.com/echarts?s=APT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
204,ARBB,LSE,ARBB.L,LON:ARBB,https://www.google.com/finance?q=LON:ARBB,"http://finance.yahoo.com/echarts?s=ARBB.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
205,ARC,LSE,ARC.L,LON:ARC,https://www.google.com/finance?q=LON:ARC,"http://finance.yahoo.com/echarts?s=ARC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
206,ARDN,LSE,ARDN.L,LON:ARDN,https://www.google.com/finance?q=LON:ARDN,"http://finance.yahoo.com/echarts?s=ARDN.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
207,ARG,LSE,ARG.L,LON:ARG,https://www.google.com/finance?q=LON:ARG,"http://finance.yahoo.com/echarts?s=ARG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
208,ARGO,LSE,ARGO.L,LON:ARGO,https://www.google.com/finance?q=LON:ARGO,"http://finance.yahoo.com/echarts?s=ARGO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
209,ARGP,LSE,ARGP.L,LON:ARGP,https://www.google.com/finance?q=LON:ARGP,"http://finance.yahoo.com/echarts?s=ARGP.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
210,ARL,LSE,ARL.L,LON:ARL,https://www.google.com/finance?q=LON:ARL,"http://finance.yahoo.com/echarts?s=ARL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
211,ARM,LSE,ARM.L,LON:ARM,https://www.google.com/finance?q=LON:ARM,"http://finance.yahoo.com/echarts?s=ARM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
212,ARO,LSE,ARO.L,LON:ARO,https://www.google.com/finance?q=LON:ARO,"http://finance.yahoo.com/echarts?s=ARO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
213,ARR,LSE,ARR.L,LON:ARR,https://www.google.com/finance?q=LON:ARR,"http://finance.yahoo.com/echarts?s=ARR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
214,ARS,LSE,ARS.L,LON:ARS,https://www.google.com/finance?q=LON:ARS,"http://finance.yahoo.com/echarts?s=ARS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
215,ARTA,LSE,ARTA.L,LON:ARTA,https://www.google.com/finance?q=LON:ARTA,"http://finance.yahoo.com/echarts?s=ARTA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
216,ARTL,LSE,ARTL.L,LON:ARTL,https://www.google.com/finance?q=LON:ARTL,"http://finance.yahoo.com/echarts?s=ARTL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
217,ARW,LSE,ARW.L,LON:ARW,https://www.google.com/finance?q=LON:ARW,"http://finance.yahoo.com/echarts?s=ARW.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
218,ASA,LSE,ASA.L,LON:ASA,https://www.google.com/finance?q=LON:ASA,"http://finance.yahoo.com/echarts?s=ASA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
219,ASAT,LSE,ASAT.L,LON:ASAT,https://www.google.com/finance?q=LON:ASAT,"http://finance.yahoo.com/echarts?s=ASAT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
220,ASBA,LSE,ASBA.L,LON:ASBA,https://www.google.com/finance?q=LON:ASBA,"http://finance.yahoo.com/echarts?s=ASBA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
221,ASBE,LSE,ASBE.L,LON:ASBE,https://www.google.com/finance?q=LON:ASBE,"http://finance.yahoo.com/echarts?s=ASBE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
222,ASBR,LSE,ASBR.L,LON:ASBR,https://www.google.com/finance?q=LON:ASBR,"http://finance.yahoo.com/echarts?s=ASBR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
223,ASC,LSE,ASC.L,LON:ASC,https://www.google.com/finance?q=LON:ASC,"http://finance.yahoo.com/echarts?s=ASC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
224,ASCH,LSE,ASCH.L,LON:ASCH,https://www.google.com/finance?q=LON:ASCH,"http://finance.yahoo.com/echarts?s=ASCH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
225,ASCI,LSE,ASCI.L,LON:ASCI,https://www.google.com/finance?q=LON:ASCI,"http://finance.yahoo.com/echarts?s=ASCI.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
226,ASCL,LSE,ASCL.L,LON:ASCL,https://www.google.com/finance?q=LON:ASCL,"http://finance.yahoo.com/echarts?s=ASCL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
227,ASCM,LSE,ASCM.L,LON:ASCM,https://www.google.com/finance?q=LON:ASCM,"http://finance.yahoo.com/echarts?s=ASCM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
228,ASDV,LSE,ASDV.L,LON:ASDV,https://www.google.com/finance?q=LON:ASDV,"http://finance.yahoo.com/echarts?s=ASDV.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
229,ASEAN40,LSE,ASEAN40.L,LON:ASEAN40,https://www.google.com/finance?q=LON:ASEAN40,"http://finance.yahoo.com/echarts?s=ASEAN40.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
230,ASEAN40N,LSE,ASEAN40N.L,LON:ASEAN40N,https://www.google.com/finance?q=LON:ASEAN40N,"http://finance.yahoo.com/echarts?s=ASEAN40N.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
231,ASEANAS,LSE,ASEANAS.L,LON:ASEANAS,https://www.google.com/finance?q=LON:ASEANAS,"http://finance.yahoo.com/echarts?s=ASEANAS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
232,ASEANEM,LSE,ASEANEM.L,LON:ASEANEM,https://www.google.com/finance?q=LON:ASEANEM,"http://finance.yahoo.com/echarts?s=ASEANEM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
233,ASEANSTR,LSE,ASEANSTR.L,LON:ASEANSTR,https://www.google.com/finance?q=LON:ASEANSTR,"http://finance.yahoo.com/echarts?s=ASEANSTR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
234,ASECE,LSE,ASECE.L,LON:ASECE,https://www.google.com/finance?q=LON:ASECE,"http://finance.yahoo.com/echarts?s=ASECE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
235,ASECU,LSE,ASECU.L,LON:ASECU,https://www.google.com/finance?q=LON:ASECU,"http://finance.yahoo.com/echarts?s=ASECU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
236,ASFS,LSE,ASFS.L,LON:ASFS,https://www.google.com/finance?q=LON:ASFS,"http://finance.yahoo.com/echarts?s=ASFS.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
237,ASH,LSE,ASH.L,LON:ASH,https://www.google.com/finance?q=LON:ASH,"http://finance.yahoo.com/echarts?s=ASH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
238,ASHC,LSE,ASHC.L,LON:ASHC,https://www.google.com/finance?q=LON:ASHC,"http://finance.yahoo.com/echarts?s=ASHC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
239,ASHM,LSE,ASHM.L,LON:ASHM,https://www.google.com/finance?q=LON:ASHM,"http://finance.yahoo.com/echarts?s=ASHM.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
240,ASHR,LSE,ASHR.L,LON:ASHR,https://www.google.com/finance?q=LON:ASHR,"http://finance.yahoo.com/echarts?s=ASHR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
241,ASIA,LSE,ASIA.L,LON:ASIA,https://www.google.com/finance?q=LON:ASIA,"http://finance.yahoo.com/echarts?s=ASIA.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
242,ASIG,LSE,ASIG.L,LON:ASIG,https://www.google.com/finance?q=LON:ASIG,"http://finance.yahoo.com/echarts?s=ASIG.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
243,ASIL,LSE,ASIL.L,LON:ASIL,https://www.google.com/finance?q=LON:ASIL,"http://finance.yahoo.com/echarts?s=ASIL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
244,ASIU,LSE,ASIU.L,LON:ASIU,https://www.google.com/finance?q=LON:ASIU,"http://finance.yahoo.com/echarts?s=ASIU.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
245,ASL,LSE,ASL.L,LON:ASL,https://www.google.com/finance?q=LON:ASL,"http://finance.yahoo.com/echarts?s=ASL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
246,ASPH,LSE,ASPH.L,LON:ASPH,https://www.google.com/finance?q=LON:ASPH,"http://finance.yahoo.com/echarts?s=ASPH.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
247,ASPL,LSE,ASPL.L,LON:ASPL,https://www.google.com/finance?q=LON:ASPL,"http://finance.yahoo.com/echarts?s=ASPL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
248,ASPR,LSE,ASPR.L,LON:ASPR,https://www.google.com/finance?q=LON:ASPR,"http://finance.yahoo.com/echarts?s=ASPR.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
249,ASRE,LSE,ASRE.L,LON:ASRE,https://www.google.com/finance?q=LON:ASRE,"http://finance.yahoo.com/echarts?s=ASRE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
250,AST,LSE,AST.L,LON:AST,https://www.google.com/finance?q=LON:AST,"http://finance.yahoo.com/echarts?s=AST.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
251,ASTC,LSE,ASTC.L,LON:ASTC,https://www.google.com/finance?q=LON:ASTC,"http://finance.yahoo.com/echarts?s=ASTC.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
252,ASTE,LSE,ASTE.L,LON:ASTE,https://www.google.com/finance?q=LON:ASTE,"http://finance.yahoo.com/echarts?s=ASTE.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
253,ASTL,LSE,ASTL.L,LON:ASTL,https://www.google.com/finance?q=LON:ASTL,"http://finance.yahoo.com/echarts?s=ASTL.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
254,ASTO,LSE,ASTO.L,LON:ASTO,https://www.google.com/finance?q=LON:ASTO,"http://finance.yahoo.com/echarts?s=ASTO.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
255,ASUT,LSE,ASUT.L,LON:ASUT,https://www.google.com/finance?q=LON:ASUT,"http://finance.yahoo.com/echarts?s=ASUT.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
256,ASX,LSE,ASX.L,LON:ASX,https://www.google.com/finance?q=LON:ASX,"http://finance.yahoo.com/echarts?s=ASX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
257,ASXDIGEQ,LSE,ASXDIGEQ.L,LON:ASXDIGEQ,https://www.google.com/finance?q=LON:ASXDIGEQ,"http://finance.yahoo.com/echarts?s=ASXDIGEQ.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
258,ASXX,LSE,ASXX.L,LON:ASXX,https://www.google.com/finance?q=LON:ASXX,"http://finance.yahoo.com/echarts?s=ASXX.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
259,ASY,LSE,ASY.L,LON:ASY,https://www.google.com/finance?q=LON:ASY,"http://finance.yahoo.com/echarts?s=ASY.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
260,AT2,LSE,AT2.L,LON:AT2,https://www.google.com/finance?q=LON:AT2,"http://finance.yahoo.com/echarts?s=AT2.L+Interactive#{""range"":""1d"",""allowChartStacking"":true}"
